"","Posicion","Grado","indice_academico","Semestre","Promedio","Sede","Programa"
"406",86,2015,84.929,"2 - 2015",17.683,"Caracas","Matemática"
"407",87,2015,84.916,"2 - 2015",15.317,"Caracas","Matemática"
"408",88,2014,84.892,"2 - 2015",16.902,"Caracas","Matemática"
"409",89,2015,84.89,"2 - 2015",16.634,"Caracas","Matemática"
"410",90,2015,84.889,"2 - 2015",18.61,"Caracas","Matemática"
"411",91,2014,84.848,"2 - 2015",14.561,"Caracas","Matemática"
"412",92,2014,84.811,"2 - 2015",15.39,"Caracas","Matemática"
"413",9,2015,84.792,"2 - 2015",17.61,"Caracas","Matemática"
"414",9,2015,84.744,"2 - 2015",15.756,"Caracas","Matemática"
"415",9,1999,84.714,"2 - 2015",14.45,"Caracas","Matemática"
"416",9,2014,84.713,"2 - 2015",16.707,"Caracas","Matemática"
"417",9,2015,84.638,"2 - 2015",14.268,"Caracas","Matemática"
"418",9,2015,84.619,"2 - 2015",15.927,"Caracas","Matemática"
"419",9,2014,84.58,"2 - 2015",17.366,"Caracas","Matemática"
"420",10,2014,84.554,"2 - 2015",16.707,"Caracas","Matemática"
"421",10,2015,84.538,"2 - 2015",18.024,"Caracas","Matemática"
"422",10,2015,84.515,"2 - 2015",14.195,"Caracas","Matemática"
"423",10,2015,84.415,"2 - 2015",17.146,"Caracas","Matemática"
"424",10,2015,84.367,"2 - 2015",15.659,"Caracas","Matemática"
"425",10,2008,84.365,"2 - 2015",17.78,"Caracas","Matemática"
"426",10,2015,84.358,"2 - 2015",17.902,"Caracas","Matemática"
"427",10,2015,84.329,"2 - 2015",15.024,"Caracas","Matemática"
"428",10,2014,84.313,"2 - 2015",16.927,"Caracas","Matemática"
"429",10,2015,84.26,"2 - 2015",15.146,"Caracas","Matemática"
"430",11,2011,84.196,"2 - 2015",15.951,"Caracas","Matemática"
"431",11,2015,84.181,"2 - 2015",16.463,"Caracas","Matemática"
"432",11,2011,84.176,"2 - 2015",15.341,"Caracas","Matemática"
"433",11,2015,84.13,"2 - 2015",19.146,"Caracas","Matemática"
"434",11,2015,84.062,"2 - 2015",17.073,"Caracas","Matemática"
"435",11,2015,84.031,"2 - 2015",18.927,"Caracas","Matemática"
"436",11,2012,84.016,"2 - 2015",14.537,"Caracas","Matemática"
"437",11,2012,84.003,"2 - 2015",13.927,"Caracas","Matemática"
"438",11,2015,83.992,"2 - 2015",17.512,"Caracas","Matemática"
"439",11,2015,83.983,"2 - 2015",18.756,"Caracas","Matemática"
"440",12,2008,83.958,"2 - 2015",15.293,"Caracas","Matemática"
"441",12,2015,83.947,"2 - 2015",18.732,"Caracas","Matemática"
"442",12,2015,83.946,"2 - 2015",16.341,"Caracas","Matemática"
"443",12,2014,83.937,"2 - 2015",15.341,"Caracas","Matemática"
"444",12,2015,83.935,"2 - 2015",14.634,"Caracas","Matemática"
"445",12,2014,83.923,"2 - 2015",14.902,"Caracas","Matemática"
"446",12,2015,83.92,"2 - 2015",16.488,"Caracas","Matemática"
"447",12,2015,83.917,"2 - 2015",18.659,"Caracas","Matemática"
"448",12,2012,83.912,"2 - 2015",13.854,"Caracas","Matemática"
"449",12,2014,83.865,"2 - 2015",14.61,"Caracas","Matemática"
"450",13,2005,83.856,"2 - 2015",15.22,"Caracas","Matemática"
"451",13,2015,83.854,"2 - 2015",17.707,"Caracas","Matemática"
"452",13,2015,83.849,"2 - 2015",16.805,"Caracas","Matemática"
"453",13,1999,83.822,"2 - 2015",18.61,"Caracas","Matemática"
"454",13,2015,83.772,"2 - 2015",18.439,"Caracas","Matemática"
"455",13,2014,83.751,"2 - 2015",15.488,"Caracas","Matemática"
"456",13,2015,83.743,"2 - 2015",17.341,"Caracas","Matemática"
"457",13,2015,83.738,"2 - 2015",15.171,"Caracas","Matemática"
"458",13,2015,83.731,"2 - 2015",16.073,"Caracas","Matemática"
"459",13,2014,83.707,"2 - 2015",16.488,"Caracas","Matemática"
"460",14,2013,83.689,"2 - 2015",14.829,"Caracas","Matemática"
"461",14,2015,83.669,"2 - 2015",16.756,"Caracas","Matemática"
"462",14,2015,83.659,"2 - 2015",16.732,"Caracas","Matemática"
"463",14,2014,83.649,"2 - 2015",17.463,"Caracas","Matemática"
"464",14,2015,83.647,"2 - 2015",16.585,"Caracas","Matemática"
"465",14,2015,83.593,"2 - 2015",14.537,"Caracas","Matemática"
"466",14,2015,83.538,"2 - 2015",17.024,"Caracas","Matemática"
"467",14,2010,83.476,"2 - 2015",16.463,"Caracas","Matemática"
"468",14,2014,83.469,"2 - 2015",15.867,"Caracas","Matemática"
"469",14,2015,83.428,"2 - 2015",15.268,"Caracas","Matemática"
"470",15,2015,83.347,"2 - 2015",15.195,"Caracas","Matemática"
"471",15,2014,83.34,"2 - 2015",16,"Caracas","Matemática"
"472",15,2015,83.311,"2 - 2015",14.122,"Caracas","Matemática"
"473",15,2015,83.308,"2 - 2015",17.146,"Caracas","Matemática"
"474",15,2015,83.298,"2 - 2015",17.122,"Caracas","Matemática"
"475",15,2015,83.291,"2 - 2015",14.78,"Caracas","Matemática"
"476",15,2015,83.28,"2 - 2015",15.78,"Caracas","Matemática"
"477",15,2015,83.246,"2 - 2015",18.805,"Caracas","Matemática"
"478",15,2015,83.222,"2 - 2015",19.561,"Caracas","Matemática"
"479",15,2015,83.216,"2 - 2015",17.707,"Caracas","Matemática"
"480",16,2015,83.192,"2 - 2015",14.244,"Caracas","Matemática"
"481",1,2014,94.587,"2 - 2015",18.636,"Caracas","Biología"
"482",2,2014,93.718,"2 - 2015",18.61,"Caracas","Biología"
"483",3,2015,93.643,"2 - 2015",16.829,"Caracas","Biología"
"484",4,2015,93.521,"2 - 2015",16.756,"Caracas","Biología"
"485",5,2014,93.509,"2 - 2015",16.073,"Caracas","Biología"
"486",6,2015,91.681,"2 - 2015",16.585,"Caracas","Biología"
"487",7,2015,91.231,"2 - 2015",17.878,"Caracas","Biología"
"488",8,2015,91.229,"2 - 2015",17.951,"Caracas","Biología"
"489",9,2015,91.13,"2 - 2015",17.073,"Caracas","Biología"
"490",10,2015,90.9,"2 - 2015",16.463,"Caracas","Biología"
"491",11,2015,90.786,"2 - 2015",17.732,"Caracas","Biología"
"492",12,2015,90.777,"2 - 2015",16.805,"Caracas","Biología"
"493",13,2013,90.684,"2 - 2015",18.233,"Caracas","Biología"
"494",14,2014,90.678,"2 - 2015",18.707,"Caracas","Biología"
"495",15,2015,90.558,"2 - 2015",18.463,"Caracas","Biología"
"496",16,2015,90.525,"2 - 2015",17.341,"Caracas","Biología"
"497",17,2015,90.42,"2 - 2015",16.905,"Caracas","Biología"
"498",18,2015,90.375,"2 - 2015",16.512,"Caracas","Biología"
"499",19,2015,90.336,"2 - 2015",17.341,"Caracas","Biología"
"500",20,2006,90.33,"2 - 2015",16.512,"Caracas","Biología"
"501",21,2015,90.314,"2 - 2015",17.122,"Caracas","Biología"
"502",22,2013,90.2,"2 - 2015",17.22,"Caracas","Biología"
"503",23,2015,90.112,"2 - 2015",17.585,"Caracas","Biología"
"504",24,2015,90.108,"2 - 2015",17.732,"Caracas","Biología"
"505",25,2015,90.074,"2 - 2015",17.805,"Caracas","Biología"
"506",26,2015,89.981,"2 - 2015",15.683,"Caracas","Biología"
"507",27,2015,89.852,"2 - 2015",17.366,"Caracas","Biología"
"508",28,2015,89.779,"2 - 2015",17.561,"Caracas","Biología"
"509",29,2015,89.721,"2 - 2015",18.439,"Caracas","Biología"
"510",30,2015,89.718,"2 - 2015",16.854,"Caracas","Biología"
"511",31,2015,89.635,"2 - 2015",18.634,"Caracas","Biología"
"512",32,2015,89.511,"2 - 2015",18.488,"Caracas","Biología"
"513",33,2015,89.432,"2 - 2015",17.146,"Caracas","Biología"
"514",34,2014,89.277,"2 - 2015",16.244,"Caracas","Biología"
"515",35,2015,89.239,"2 - 2015",17.049,"Caracas","Biología"
"516",36,2015,89.141,"2 - 2015",15.732,"Caracas","Biología"
"517",37,2015,89.097,"2 - 2015",19.049,"Caracas","Biología"
"518",38,2015,89.091,"2 - 2015",18,"Caracas","Biología"
"519",39,2015,89.072,"2 - 2015",15.049,"Caracas","Biología"
"520",40,2015,89.059,"2 - 2015",17.976,"Caracas","Biología"
"521",41,2015,89.027,"2 - 2015",16.756,"Caracas","Biología"
"522",42,2015,89.025,"2 - 2015",15.488,"Caracas","Biología"
"523",43,2015,88.999,"2 - 2015",17.268,"Caracas","Biología"
"524",44,2015,88.936,"2 - 2015",16.805,"Caracas","Biología"
"525",45,2015,88.91,"2 - 2015",15.146,"Caracas","Biología"
"526",46,2015,88.908,"2 - 2015",15.22,"Caracas","Biología"
"527",47,2015,88.901,"2 - 2015",16.81,"Caracas","Biología"
"528",48,2015,88.823,"2 - 2015",16.927,"Caracas","Biología"
"529",49,2015,88.821,"2 - 2015",18.927,"Caracas","Biología"
"530",50,2013,88.676,"2 - 2015",17.634,"Caracas","Biología"
"531",51,2015,88.64,"2 - 2015",15.61,"Caracas","Biología"
"532",52,2014,88.639,"2 - 2015",16.756,"Caracas","Biología"
"533",53,2010,88.539,"2 - 2015",16.707,"Caracas","Biología"
"534",54,2005,88.446,"2 - 2015",15.683,"Caracas","Biología"
"535",55,2015,88.313,"2 - 2015",16.854,"Caracas","Biología"
"536",56,2014,88.247,"2 - 2015",17,"Caracas","Biología"
"537",57,2015,88.213,"2 - 2015",15.61,"Caracas","Biología"
"538",58,2015,88.133,"2 - 2015",19.195,"Caracas","Biología"
"539",59,2015,88.123,"2 - 2015",15.488,"Caracas","Biología"
"540",60,2014,88.119,"2 - 2015",16.439,"Caracas","Biología"
"541",61,2015,88.074,"2 - 2015",17.095,"Caracas","Biología"
"542",62,2015,88.068,"2 - 2015",18.951,"Caracas","Biología"
"543",63,2015,88.057,"2 - 2015",17.585,"Caracas","Biología"
"544",64,2015,88.004,"2 - 2015",15.625,"Caracas","Biología"
"545",65,2015,87.949,"2 - 2015",17.366,"Caracas","Biología"
"546",66,2015,87.928,"2 - 2015",17,"Caracas","Biología"
"547",67,1998,87.921,"2 - 2015",15.585,"Caracas","Biología"
"548",68,2015,87.877,"2 - 2015",16.854,"Caracas","Biología"
"549",69,2015,87.852,"2 - 2015",19.171,"Caracas","Biología"
"550",70,2015,87.82,"2 - 2015",19.024,"Caracas","Biología"
"551",71,2015,87.812,"2 - 2015",16.878,"Caracas","Biología"
"552",72,2012,87.795,"2 - 2015",16.415,"Caracas","Biología"
"553",73,2015,87.776,"2 - 2015",19,"Caracas","Biología"
"554",74,2011,87.703,"2 - 2015",16.683,"Caracas","Biología"
"555",75,2015,87.695,"2 - 2015",18.415,"Caracas","Biología"
"556",76,2015,87.693,"2 - 2015",17.512,"Caracas","Biología"
"557",77,2015,87.679,"2 - 2015",17.683,"Caracas","Biología"
"558",78,2015,87.637,"2 - 2015",15.195,"Caracas","Biología"
"559",79,2015,87.636,"2 - 2015",18.659,"Caracas","Biología"
"560",80,2006,87.556,"2 - 2015",14.854,"Caracas","Biología"
"561",81,2015,87.505,"2 - 2015",18.317,"Caracas","Biología"
"562",82,2015,87.462,"2 - 2015",17.951,"Caracas","Biología"
"563",83,2013,87.445,"2 - 2015",15.619,"Caracas","Biología"
"564",84,2015,87.438,"2 - 2015",18.293,"Caracas","Biología"
"565",85,2015,87.419,"2 - 2015",16.732,"Caracas","Biología"
"566",86,2015,87.403,"2 - 2015",16.488,"Caracas","Biología"
"567",87,2015,87.37,"2 - 2015",18,"Caracas","Biología"
"568",88,2014,87.37,"2 - 2015",16.829,"Caracas","Biología"
"569",89,2015,87.297,"2 - 2015",14.976,"Caracas","Biología"
"570",90,2010,87.239,"2 - 2015",16.634,"Caracas","Biología"
"571",91,2015,87.237,"2 - 2015",18.073,"Caracas","Biología"
"572",92,2012,87.237,"2 - 2015",16.902,"Caracas","Biología"
"573",9,2015,87.226,"2 - 2015",19.61,"Caracas","Biología"
"574",9,2014,87.213,"2 - 2015",17.244,"Caracas","Biología"
"575",9,2015,87.171,"2 - 2015",16.244,"Caracas","Biología"
"576",9,2014,87.167,"2 - 2015",17.854,"Caracas","Biología"
"577",9,2015,87.142,"2 - 2015",16.902,"Caracas","Biología"
"578",9,2013,87.134,"2 - 2015",16.385,"Caracas","Biología"
"579",9,2014,87.065,"2 - 2015",16.78,"Caracas","Biología"
"580",10,2015,87.064,"2 - 2015",17.073,"Caracas","Biología"
"581",10,2015,87.041,"2 - 2015",16.512,"Caracas","Biología"
"582",10,2015,87.037,"2 - 2015",17.78,"Caracas","Biología"
"583",10,2015,87.023,"2 - 2015",14.561,"Caracas","Biología"
"584",10,2015,87.003,"2 - 2015",16.488,"Caracas","Biología"
"585",10,2014,86.978,"2 - 2015",17.591,"Caracas","Biología"
"586",10,2007,86.975,"2 - 2015",15.293,"Caracas","Biología"
"587",10,2015,86.968,"2 - 2015",17.302,"Caracas","Biología"
"588",10,2015,86.967,"2 - 2015",16.523,"Caracas","Biología"
"589",10,2015,86.932,"2 - 2015",18.829,"Caracas","Biología"
"590",11,2009,86.925,"2 - 2015",16.073,"Caracas","Biología"
"591",11,2015,86.889,"2 - 2015",18.61,"Caracas","Biología"
"592",11,2015,86.882,"2 - 2015",18.537,"Caracas","Biología"
"593",11,2013,86.864,"2 - 2015",17.024,"Caracas","Biología"
"594",11,2015,86.862,"2 - 2015",16.146,"Caracas","Biología"
"595",11,2015,86.838,"2 - 2015",16.927,"Caracas","Biología"
"596",11,2015,86.838,"2 - 2015",15.854,"Caracas","Biología"
"597",11,2015,86.725,"2 - 2015",16.732,"Caracas","Biología"
"598",11,2014,86.71,"2 - 2015",17.585,"Caracas","Biología"
"599",11,2015,86.68,"2 - 2015",18.293,"Caracas","Biología"
"600",12,2015,86.671,"2 - 2015",16.317,"Caracas","Biología"
"601",12,2015,86.665,"2 - 2015",18.707,"Caracas","Biología"
"602",12,2015,86.659,"2 - 2015",17.439,"Caracas","Biología"
"603",12,2015,86.631,"2 - 2015",15.22,"Caracas","Biología"
"604",12,2015,86.627,"2 - 2015",15.439,"Caracas","Biología"
"605",12,2015,86.613,"2 - 2015",15.415,"Caracas","Biología"
"606",12,2011,86.563,"2 - 2015",18.098,"Caracas","Biología"
"607",12,2014,86.562,"2 - 2015",15.927,"Caracas","Biología"
"608",12,2015,86.551,"2 - 2015",18.488,"Caracas","Biología"
"609",12,2015,86.534,"2 - 2015",17.366,"Caracas","Biología"
"610",13,2015,86.512,"2 - 2015",16.049,"Caracas","Biología"
"611",13,2015,86.448,"2 - 2015",14.75,"Caracas","Biología"
"612",13,2015,86.439,"2 - 2015",17.439,"Caracas","Biología"
"613",13,2015,86.431,"2 - 2015",17.39,"Caracas","Biología"
"614",13,2013,86.408,"2 - 2015",14.512,"Caracas","Biología"
"615",13,2010,86.401,"2 - 2015",16.561,"Caracas","Biología"
"616",13,2015,86.383,"2 - 2015",17.171,"Caracas","Biología"
"617",13,2015,86.355,"2 - 2015",17.976,"Caracas","Biología"
"618",13,2015,86.355,"2 - 2015",16.475,"Caracas","Biología"
"619",13,2015,86.352,"2 - 2015",17.902,"Caracas","Biología"
"620",14,2015,86.327,"2 - 2015",17.195,"Caracas","Biología"
"621",14,2015,86.314,"2 - 2015",16.341,"Caracas","Biología"
"622",14,2015,86.307,"2 - 2015",18.122,"Caracas","Biología"
"623",14,2015,86.281,"2 - 2015",16.049,"Caracas","Biología"
"624",14,2014,86.271,"2 - 2015",17.952,"Caracas","Biología"
"625",14,2014,86.261,"2 - 2015",15.22,"Caracas","Biología"
"626",14,2015,86.245,"2 - 2015",16.905,"Caracas","Biología"
"627",14,2014,86.215,"2 - 2015",15.927,"Caracas","Biología"
"628",14,2015,86.211,"2 - 2015",16.667,"Caracas","Biología"
"629",14,2015,86.172,"2 - 2015",15.756,"Caracas","Biología"
"630",15,2015,86.145,"2 - 2015",19.171,"Caracas","Biología"
"631",15,2015,86.145,"2 - 2015",19.146,"Caracas","Biología"
"632",15,2015,86.141,"2 - 2015",16.561,"Caracas","Biología"
"633",15,2015,86.129,"2 - 2015",16.81,"Caracas","Biología"
"634",15,2015,86.104,"2 - 2015",17.098,"Caracas","Biología"
"635",15,2015,86.098,"2 - 2015",16.463,"Caracas","Biología"
"636",15,2015,86.077,"2 - 2015",19.049,"Caracas","Biología"
"637",15,2015,86.059,"2 - 2015",17.659,"Caracas","Biología"
"638",15,2015,86.051,"2 - 2015",17.561,"Caracas","Biología"
"639",15,2015,86.042,"2 - 2015",16.317,"Caracas","Biología"
"640",16,2010,86.037,"2 - 2015",16.195,"Caracas","Biología"
"641",1,2015,95.87,"2 - 2015",17.537,"Caracas","Ingeniería Geofísica"
"642",2,2007,94.217,"2 - 2015",18.048,"Caracas","Ingeniería Geofísica"
"643",3,2014,91.546,"2 - 2015",18.439,"Caracas","Ingeniería Geofísica"
"644",4,2015,91.353,"2 - 2015",17.366,"Caracas","Ingeniería Geofísica"
"645",5,2015,90.962,"2 - 2015",19.537,"Caracas","Ingeniería Geofísica"
"646",6,2006,90.484,"2 - 2015",17.317,"Caracas","Ingeniería Geofísica"
"647",7,2015,90.1,"2 - 2015",17.683,"Caracas","Ingeniería Geofísica"
"648",8,2015,89.993,"2 - 2015",16.976,"Caracas","Ingeniería Geofísica"
"649",9,2015,89.849,"2 - 2015",17.195,"Caracas","Ingeniería Geofísica"
"650",10,2015,89.779,"2 - 2015",16.244,"Caracas","Ingeniería Geofísica"
"651",11,2015,89.583,"2 - 2015",17.415,"Caracas","Ingeniería Geofísica"
"652",12,2015,89.515,"2 - 2015",18.537,"Caracas","Ingeniería Geofísica"
"653",13,2015,89.37,"2 - 2015",18.195,"Caracas","Ingeniería Geofísica"
"654",14,2013,88.628,"2 - 2015",16.098,"Caracas","Ingeniería Geofísica"
"655",15,2015,88.329,"2 - 2015",17.976,"Caracas","Ingeniería Geofísica"
"656",16,2015,88.308,"2 - 2015",17.146,"Caracas","Ingeniería Geofísica"
"657",17,2010,88.105,"2 - 2015",15.405,"Caracas","Ingeniería Geofísica"
"658",18,2013,88.055,"2 - 2015",17.976,"Caracas","Ingeniería Geofísica"
"659",19,2015,87.971,"2 - 2015",16.902,"Caracas","Ingeniería Geofísica"
"660",20,2015,87.955,"2 - 2015",19.452,"Caracas","Ingeniería Geofísica"
"661",21,2015,87.87,"2 - 2015",19.122,"Caracas","Ingeniería Geofísica"
"662",22,2010,87.816,"2 - 2015",18.854,"Caracas","Ingeniería Geofísica"
"663",23,2015,87.727,"2 - 2015",16.39,"Caracas","Ingeniería Geofísica"
"664",24,2015,87.665,"2 - 2015",18.293,"Caracas","Ingeniería Geofísica"
"665",25,2012,87.649,"2 - 2015",17.634,"Caracas","Ingeniería Geofísica"
"666",26,2015,87.558,"2 - 2015",14.585,"Caracas","Ingeniería Geofísica"
"667",27,2015,87.549,"2 - 2015",18.585,"Caracas","Ingeniería Geofísica"
"668",28,2015,87.294,"2 - 2015",17.171,"Caracas","Ingeniería Geofísica"
"669",29,2015,87.251,"2 - 2015",18.073,"Caracas","Ingeniería Geofísica"
"670",30,2015,87.116,"2 - 2015",17.951,"Caracas","Ingeniería Geofísica"
"671",31,2015,86.984,"2 - 2015",17.829,"Caracas","Ingeniería Geofísica"
"672",32,2015,86.889,"2 - 2015",19.171,"Caracas","Ingeniería Geofísica"
"673",33,2014,86.886,"2 - 2015",16.098,"Caracas","Ingeniería Geofísica"
"674",34,2015,86.787,"2 - 2015",17.6,"Caracas","Ingeniería Geofísica"
"675",35,2015,86.767,"2 - 2015",17.463,"Caracas","Ingeniería Geofísica"
"676",36,2015,86.763,"2 - 2015",17.707,"Caracas","Ingeniería Geofísica"
"677",37,2015,86.754,"2 - 2015",17.683,"Caracas","Ingeniería Geofísica"
"678",38,2015,86.741,"2 - 2015",16.61,"Caracas","Ingeniería Geofísica"
"679",1,2015,93.456,"2 - 2015",18.244,"Caracas","Ingeniería Metalúrgica"
"680",2,2015,92.644,"2 - 2015",18.61,"Caracas","Ingeniería Metalúrgica"
"681",3,2015,92.37,"2 - 2015",18.268,"Caracas","Ingeniería Metalúrgica"
"682",4,2015,92.042,"2 - 2015",15.878,"Caracas","Ingeniería Metalúrgica"
"683",5,2015,91.962,"2 - 2015",17.732,"Caracas","Ingeniería Metalúrgica"
"684",6,2015,91.586,"2 - 2015",18.561,"Caracas","Ingeniería Metalúrgica"
"685",7,2015,91.445,"2 - 2015",18.293,"Caracas","Ingeniería Metalúrgica"
"686",8,2015,91.053,"2 - 2015",16.571,"Caracas","Ingeniería Metalúrgica"
"687",9,2015,90.198,"2 - 2015",17.138,"Caracas","Ingeniería Metalúrgica"
"688",10,2015,90.181,"2 - 2015",16.488,"Caracas","Ingeniería Metalúrgica"
"689",11,2015,90.17,"2 - 2015",18.073,"Caracas","Ingeniería Metalúrgica"
"690",12,2015,90.123,"2 - 2015",17.122,"Caracas","Ingeniería Metalúrgica"
"691",13,2011,90.011,"2 - 2015",17.878,"Caracas","Ingeniería Metalúrgica"
"692",14,2015,89.842,"2 - 2015",17.683,"Caracas","Ingeniería Metalúrgica"
"693",15,2015,89.773,"2 - 2015",16.833,"Caracas","Ingeniería Metalúrgica"
"694",16,2015,89.404,"2 - 2015",18.122,"Caracas","Ingeniería Metalúrgica"
"695",17,2015,89.366,"2 - 2015",18.098,"Caracas","Ingeniería Metalúrgica"
"696",18,2015,89.317,"2 - 2015",17.341,"Caracas","Ingeniería Metalúrgica"
"697",19,2015,89.278,"2 - 2015",15.805,"Caracas","Ingeniería Metalúrgica"
"698",20,2015,89.133,"2 - 2015",17.268,"Caracas","Ingeniería Metalúrgica"
"699",21,2015,89.053,"2 - 2015",18,"Caracas","Ingeniería Metalúrgica"
"700",22,2015,88.955,"2 - 2015",19.488,"Caracas","Ingeniería Metalúrgica"
"701",23,2006,88.934,"2 - 2015",19.341,"Caracas","Ingeniería Metalúrgica"
"702",24,2015,88.924,"2 - 2015",17.756,"Caracas","Ingeniería Metalúrgica"
"703",25,2014,88.917,"2 - 2015",19.238,"Caracas","Ingeniería Metalúrgica"
"704",26,2015,88.806,"2 - 2015",18.561,"Caracas","Ingeniería Metalúrgica"
"705",27,2015,88.798,"2 - 2015",14.195,"Caracas","Ingeniería Metalúrgica"
"706",28,2015,88.579,"2 - 2015",17.195,"Caracas","Ingeniería Metalúrgica"
"707",29,2015,88.446,"2 - 2015",17.341,"Caracas","Ingeniería Metalúrgica"
"708",30,2015,88.394,"2 - 2015",17.195,"Caracas","Ingeniería Metalúrgica"
"709",31,2015,88.343,"2 - 2015",18.293,"Caracas","Ingeniería Metalúrgica"
"710",32,2015,88.34,"2 - 2015",14.854,"Caracas","Ingeniería Metalúrgica"
"711",33,2015,88.333,"2 - 2015",15.878,"Caracas","Ingeniería Metalúrgica"
"712",34,2015,88.213,"2 - 2015",16.561,"Caracas","Ingeniería Metalúrgica"
"713",35,2015,88.039,"2 - 2015",17.805,"Caracas","Ingeniería Metalúrgica"
"714",36,2012,87.997,"2 - 2015",17.146,"Caracas","Ingeniería Metalúrgica"
"715",37,2015,87.985,"2 - 2015",16.024,"Caracas","Ingeniería Metalúrgica"
"716",38,2015,87.913,"2 - 2015",19.366,"Caracas","Ingeniería Metalúrgica"
"717",39,2015,87.884,"2 - 2015",15.341,"Caracas","Ingeniería Metalúrgica"
"718",40,2015,87.738,"2 - 2015",15.146,"Caracas","Ingeniería Metalúrgica"
"719",41,2015,87.722,"2 - 2015",13.568,"Caracas","Ingeniería Metalúrgica"
"720",42,2015,87.7,"2 - 2015",18.732,"Caracas","Ingeniería Metalúrgica"
"721",43,2015,87.69,"2 - 2015",18.561,"Caracas","Ingeniería Metalúrgica"
"722",44,2015,87.671,"2 - 2015",15.463,"Caracas","Ingeniería Metalúrgica"
"723",45,2015,87.489,"2 - 2015",18.39,"Caracas","Ingeniería Metalúrgica"
"724",46,2015,87.478,"2 - 2015",17.195,"Caracas","Ingeniería Metalúrgica"
"725",47,2015,87.43,"2 - 2015",18.415,"Caracas","Ingeniería Metalúrgica"
"726",48,2015,87.404,"2 - 2015",14.366,"Caracas","Ingeniería Metalúrgica"
